"Speaker","Start time","End time","Duration (in sec)","Utterance"
"Speaker 4","0:02","1:16","73.7488125","Und so ein bisschen ist die Frage. Wir sollten jetzt nicht einfach nur Technologie entwickeln sondern ähm immer News Case im Kopf haben und dann etwas bauen was diese newscast tatsächlich löst das ist irgendwie ganz wichtig. Und so. Beim nachdenken ist mir aufgefallen dass es da verschiedene Szenarien gibt oder verschiedene potenzielle User für so eine summary oder was was auch immer wieder jetzt bauen für unseren overview. Dokument. Und zwar. Kann man dich so Fragen wenn so ein Meeting stattfindet einmal im teammeeting oder jetzt hier das Bea Meeting und wir machen eine Aufnahme erstellen ein transkript davon. Wer schaut dann hinter nochmal da rein? Und was füRN von ähm mit was von Bedarf was können Bedürfnis hat die Person die da reinschaut und was will sie da rausholen und das sind ganz verschiedene Sachen je nachdem Wer das ist. Also mal überlegen Wir nehmen das Meeting hier auch im transkribieren das. Würdet ihr hinter in das transkript reinschauen. "
"Speaker 2","1:27","1:49","22.896656250000007","Also in das erste transkript hab ich schon mal reingeschaut einfach. Um äh mal schauen wie das so abläuft oder wie das so transkribiert wird und die nachfolgenden wahrscheinlich eher weniger jedoch wenn wir sie brauchen um irgendwelche. Algorithmen zu testen oder mal. "
"Speaker 4","1:52","2:09","17.183406250000004","Hier macht jetzt das Thema äh translation aber nehme andere Thema jetzt über ähm weiß ich nicht ein neues Google Maps bauen oder so also nicht das Thema. Installation und hat euer Meeting mit euern Bea Betreuer würdet ihr hinter nochmal in das transkript reinschauen. "
"Speaker 3","2:11","2:45","33.863062499999984","Vielleicht. Wenn wenn wenn man über etwas spezielles gesprochen hat dann hat er ein Problem mit ich sag jetzt einfach mal irgend einer mathematischen Formel oder so das erklärt das ist alles klar und dann morgen treffen wir uns wieder denke nach wie war das schon wieder was hat er auch gesagt. Wenn man denn dann irgendetwas hätte wo man wirklich mit einem Ich weiß nicht such Wort oder so nochmal das schnell eingeben könnte wüsste man genau was sie darüber gesagt haben Ich denke soetwas ja vielleicht. Ja noch noch noch hilfreich ja. "
"Speaker 4","2:45","2:54","8.258624999999995","Okay genau das heißt aber das wäre das Setting irgendwas noch mal kurz nachschauen was besprochen wurde genau ja mhm. "
"Speaker 1","2:54","3:42","48.47834375000002","Okay ähm ja Ich denke es ist relativ schwierig. Ähm denn so Meeting transkripte sind nicht so lange um den jetzt weiß also das Video wiederschauen würde statt das transkript zu lesen Ich denke die Leute werden wahrscheinlich eher das Video nochmal schauen in 2 Wochen. Schwindigkeits mhm wenn es wirklich etwas ist das kurz wäre wenn es Natürlich 3 Stunden Interview sind dann wahrscheinlich weniger wird wenn er das transkript lesen dort nach Keyboard suchen mhm aber Ich denke für viele Leute ist doch das Video. Die Wiederholung davon ziemlich zentral und wenn das in höherer Geschwindigkeit wieder anschauen kann. Der kriegt das die Leute damit vielleicht sogar effizienter wäre als ich deinen Text transkript aber das kommt wahrscheinlich auch auf den Anwendungsfall um die Länge drauf an. "
"Speaker 4","3:43","7:21","218.01999999999998","Aber ich glaub also ich glaub ich immer irgendwie schlau sich zu überlegen wir selber. Können wir noch mal reinschauen. Ähm und also Ich bin so ein bisschen zu dem Schluss gekommen Ich würde wahrscheinlich nicht nochmal reinschauen also erstens weil ich nicht die Zeit dafür habe aber auch weil wir beim nächsten Meeting mich nochmal auf die Punkte eingehen wir heute gesprochen haben. Und ihr seid so tief im Thema drin dass sie sowieso wissen was wir besprochen haben und beim nächsten Meeting dann die Sachen wieder anspricht also Ich habe für mich festgestellt ich bräuchte kein transkript davon weil es wird mich glaub ich nicht interessieren. Ja ähm. Den anderen Punkt den du Grad gesagt dass Maurice ich würd nochmal was suchen das ist was ganz anderes also nicht nur jetzt nächste Woche sondern in 4 Wochen wenn es darum geht auch Wir haben doch mal über sein Papa gesprochen. Wie hieß das noch und Stadt jetzt äh das Mail zu schreiben und zu beschreiben a wie hieß dieses aber Wir haben doch mal vor 4 Wochen dann könnten wir nochmal gucken ooh irgendwo in den Vergangenen 5 Stunden müsste doch dieses Paper werden worden sein? Ähm und dann danach suchen also das ist ein ganz anderer Ansatz ähm. Ich versuche ein bisschen dahin zu kommen welches Problem wollen wir eigentlich lösen und wie lösen wir das Problem also das eine ist wirklich such Problem und das hat man häufig man hat über irgendwas gesprochen erinnert sich so grob dran. Oh Mann muss das wieder rausfinden. Da ist ja die Frage wie Suche ich in einem oder auch mehreren transparenten die penzel Jeweils 10 Seiten lang sind. Und also im Video suchen möchte ich garantiert nicht weil da Dreh ich durch weil ich nicht mehr weiß wann das besprochen wurde also würde ich irgendwie anfangen mit 23 stichwörtern ähm und dann gucken wo die stichwörter auftauchen in der Hoffnung dass ich da in der Umgebung irgendwie. Das finde was ich gesucht habe und dann guck ich vielleicht das Video an das ist was anderes um genau zu wissen was besprochen wurde aber ich brauche gute suchen zu. Wenn ich mir jetzt vorstelle die Suchfunktion findet nichts dann könnte so ein topic Verlauf mir helfen dass ich bei so da haben wir über sammelstation mit Word gesprochen haben überdies. Jenes und ich such dann vielleicht so so in dem overview aber eigentlich das wissen brauche ich eine schlaue Suchfunktion die mir irgendwie über mehrere transkripte möglicherweise sagt was du auftauchte mit dem Kontext. Wer was gesagt hat oder so? Es gibt aber eine Anwendung wo ich sehe dass man so ein over you extrem dringend braucht und das ist der Fall dass das Meeting stattgefunden hat und einer von euch nicht da war. Weil der kriegt dann die ganzen Diskussionen und die ganzen Sachen nicht mit. Ähm und entsprechend wäre es für den wahrscheinlich extrem hilfreich hinter die summary anzugucken wie auch immer die aussieht und sagen okay äh was eigentlich gelaufen. Ich glaub das ist so ein bisschen für die Unterscheidung bauen wir etwas für jemand der dabei war der weiß was passiert ist oder bauen wir etwas für jemand der nicht dabei war. Ist ganz relevant. Weil der hat ganz andere Bedürfnisse der wilden oben overview haben was es gelaufen der dabei war will wahrscheinlich eher was nachschauen will was. "
"Speaker 5","7:21","7:53","32.47999999999996","Finden. Ja sie denkt wenn das. Das kann man ja auch so formulieren zu sagen ja wenn wenn ich jetzt sind wir wissen will was das zehnte im zehnten letzten Meeting war dann ist es ungefäHerr der gleiche die gleiche Situation wenn ich nicht dabei war. Also wenn ich wissen will was wir vor 2 Monaten gesprochen haben war dann hab ich eh keine Ahnung mehr. "
"Speaker 4","7:53","9:09","76.06565625000002","Quasi oder also der sagen wir mal jemand der nicht weiß was in den Medien besprochen wurde also mhm. Ist das Vergessen hat oder physisch nicht da war oder war Füße Start hat seine Emails gecheckt dass es irgendwie für mich irgendwie das gleiche im Effekt er weiß nicht was wirklich vorkam und ein anderes Bedürfnis. Jemand der dabei war der weiß worum es in dem Meeting ging etwas nachschauen will. so bei ganz verschiedene Anwendungen kann mich erinnern Wir haben letzte Mal so ein bisschen Dr.über gesprochen ich hab so den Editor und dann könnte man so rund rum zeigen wie der Verlauf ist und dann wieder rein gehen wieder editieren und so Die Frage ist ein bisschen. Das überhaupt jemand ähm oder ist das so ein Misch aus verschiedenen Anwendungen nur bald irgendwie technisch möglich wäre uncool aussehen würde aber benutzen wir es keiner weil derjenige der den Überblick kriegen will. Der geht nicht da rein und editiert dann das transkript also das irgendwie so unplausibel ganz konkret ein use Case festlegen und sagen Wir gehen davon aus Person x war dabei oder nicht. Hat folgendes Bedürfnis. Und jetzt lösen wir dieses Bedürfnis für die Person. "
"Speaker 5","9:12","9:50","38.556843749999985","mhm mhm. Ja genau also ich meine das war so User Stories quasi oder. Oder irgendwie. Genau und Ich denke das ist das ja. Das ist auch etwas das wir am Anfang ganz gesprochen haben dass wir Ich glaube sie macht das was für die Arbeit jetzt von der Einsatz von der Domäne und vom vom muss Kaeser irgendwie fokussieren das denke ich auch das Noch 10. Alles kann so viele verschiedene Richtungen gehen. Ähm. Wenn ich das sinnvoll wenn man glaub ich ist hilfreich wenn wenn man da mal sein Fokus äh zulegen. "
